cps19_gender,cps19_yob,cps19_province,cps19_education,cps19_interest_elxn_1,cps19_v_likely,cps19_votechoice
2,40,20,9,8,1,1
2,53,24,9,7,1,1
2,64,22,7,6,1,1
2,46,18,7,8,1,3
2,60,22,9,7,1,1
2,41,24,10,10,1,1
2,27,22,7,10,1,5
2,59,16,5,9,1,1
1,59,22,5,6,2,1
1,65,24,5,3,3,NA
2,34,22,11,9,1,1
2,42,24,6,7,1,2
2,18,22,9,7,1,1
2,53,22,9,7,1,9
2,71,22,5,5,NA,NA
2,53,24,9,2,1,9
2,48,24,5,1,6,NA
1,33,22,5,7,1,1
1,40,17,7,9,1,1
1,70,24,10,8,3,NA
1,68,24,5,8,2,2
2,80,22,5,NA,2,1
2,30,14,9,9,1,1
1,53,22,10,10,1,5
2,72,24,11,6,1,3
2,50,22,10,10,1,1
2,37,22,9,10,1,1
2,51,24,9,10,1,3
1,43,22,4,3,2,9
2,43,24,7,6,2,9
2,27,24,5,3,1,1
2,71,16,10,7,2,1
1,25,22,10,8,1,9
2,48,22,5,10,1,3
2,40,22,6,8,1,3
2,52,18,7,7,1,1
1,69,22,11,9,1,5
1,52,18,4,10,1,6
1,49,22,9,4,6,NA
1,66,22,9,6,2,2
2,55,24,9,10,1,9
2,37,24,5,10,1,4
2,57,24,9,7,1,9
1,34,24,5,9,1,2
1,23,22,10,9,1,9
2,68,22,7,2,2,9
1,47,22,6,8,1,7
1,58,24,5,0,3,NA
2,63,22,11,8,1,1
2,49,22,7,3,6,NA
1,34,20,9,7,1,1
2,49,22,8,7,1,1
2,44,22,7,8,1,9
2,40,22,9,8,1,1
1,60,22,7,7,1,5
2,71,20,6,7,1,3
2,24,22,8,10,1,1
2,50,22,7,5,2,3
2,48,24,7,5,1,1
2,31,22,5,7,1,2
2,72,22,7,7,1,1
2,39,22,5,6,1,1
1,49,24,7,10,1,2
1,37,22,9,7,2,9
1,32,22,4,9,1,1
2,70,22,5,3,2,5
2,33,22,5,5,1,2
1,32,24,7,8,1,1
1,47,24,5,4,6,NA
2,73,24,5,7,1,2
1,43,22,10,10,1,1
1,33,22,7,10,1,9
2,43,22,5,NA,1,9
2,37,22,9,9,1,1
2,43,24,5,8,1,1
2,34,20,10,9,1,2
1,73,22,9,7,1,2
1,27,22,9,4,1,2
1,38,22,9,7,1,5
1,43,24,5,9,1,1
2,61,22,5,5,1,9
2,56,22,7,10,1,2
1,48,22,9,9,1,2
1,59,22,11,2,2,2
1,33,24,9,6,1,3
2,46,24,7,2,6,NA
1,47,22,10,9,1,1
1,38,22,10,6,1,2
2,37,22,11,7,1,9
2,64,24,9,7,1,1
1,23,24,9,8,1,4
2,29,24,5,NA,1,4
2,29,20,8,10,1,9
2,43,20,4,10,1,2
1,40,22,9,10,1,2
1,62,24,4,NA,1,9
1,37,22,9,8,1,1
1,13,22,11,8,1,2
2,59,22,5,3,2,9
2,56,22,11,10,1,1
1,57,24,9,8,1,9
2,59,24,9,6,1,1
2,29,22,7,4,2,9
1,54,22,7,6,1,1
2,50,22,7,10,1,1
2,38,22,7,10,1,9
2,45,22,5,8,1,9
1,26,22,5,10,1,2
1,52,20,9,2,2,6
2,52,20,9,10,1,1
2,43,24,8,7,1,1
2,79,22,8,8,1,3
2,52,22,5,9,1,1
2,65,22,6,6,2,2
2,41,15,9,10,1,3
2,36,20,4,9,1,1
2,49,24,7,3,1,9
2,27,17,9,7,1,2
1,38,22,9,9,1,5
2,41,17,4,7,2,1
2,56,24,7,8,1,2
1,34,22,9,9,1,1
2,38,24,7,10,1,1
1,52,22,9,9,1,2
1,71,22,9,9,1,1
2,75,22,9,5,2,2
2,49,22,6,9,1,1
2,66,24,9,8,2,2
1,28,22,11,10,1,2
1,45,20,9,8,1,9
1,29,24,9,7,1,1
1,50,24,9,4,2,9
2,41,22,7,10,1,2
2,71,22,7,10,1,3
1,29,24,8,8,NA,NA
2,35,22,10,7,1,2
2,56,24,5,7,1,4
1,32,24,6,9,1,1
1,36,24,5,8,1,9
2,68,22,9,6,1,9
2,47,22,9,3,1,9
2,34,24,7,1,1,9
1,58,22,9,8,1,3
2,61,16,9,9,1,2
2,55,18,7,NA,1,2
1,38,22,9,9,1,2
1,62,14,9,8,1,3
2,69,20,7,3,1,5
2,43,15,5,6,1,3
1,61,16,5,10,2,3
1,57,22,3,3,4,NA
1,65,22,5,7,1,2
2,73,17,7,4,1,6
1,43,22,5,5,2,9
1,54,22,7,3,1,1
1,47,22,5,6,1,1
2,35,22,9,6,1,5
1,23,22,5,10,1,2
2,73,22,9,7,1,1
2,71,22,9,7,2,3
1,68,22,9,8,1,7
1,76,14,4,5,2,2
1,28,22,6,8,1,2
2,76,17,6,2,2,9
2,29,24,8,7,1,1
1,60,14,4,8,2,2
2,45,20,8,10,1,1
2,51,24,8,6,1,5
1,74,15,5,3,2,6
2,53,22,5,4,6,NA
1,35,24,5,8,1,5
1,44,24,9,1,4,NA
2,43,22,7,6,1,3
1,44,22,7,9,1,1
2,37,22,5,10,1,1
2,26,14,11,8,1,3
1,59,22,8,10,1,1
2,53,22,5,8,NA,NA
1,33,16,9,8,1,5
1,37,22,7,8,1,1
1,37,24,10,9,1,1
1,19,25,5,10,1,1
2,39,22,7,9,1,2
2,71,14,9,7,1,3
2,40,22,4,NA,2,2
1,31,22,6,10,1,2
1,37,15,5,8,1,2
1,29,22,6,8,1,1
1,35,24,8,8,1,3
1,73,22,7,5,1,1
2,35,22,5,7,1,5
3,35,22,5,7,2,3
2,67,24,8,5,2,1
2,59,22,6,4,2,9
2,43,22,5,5,1,9
2,59,22,5,4,1,1
1,28,22,7,9,1,2
2,24,22,5,8,1,9
1,47,24,6,8,2,1
1,23,14,10,NA,1,1
1,57,20,9,10,1,2
2,45,20,9,10,1,1
1,31,22,7,9,1,3
1,69,22,10,9,1,2
1,27,25,4,9,1,2
2,40,25,9,8,1,1
1,57,24,9,8,1,2
1,29,22,9,7,1,9
1,32,22,7,10,1,1
1,24,18,3,8,1,1
1,71,20,6,6,1,2
2,44,22,2,5,1,3
2,17,17,9,7,1,1
2,40,22,10,10,1,9
2,30,22,9,5,1,5
1,41,22,9,10,2,3
2,42,22,8,8,1,5
2,48,16,9,8,1,1
2,34,22,7,7,1,1
2,71,22,9,9,1,2
1,39,22,10,8,1,2
2,64,25,7,2,3,NA
2,48,24,9,8,1,1
2,57,22,7,9,1,3
2,42,22,6,8,1,1
2,26,22,5,8,1,2
1,53,20,9,8,1,3
2,41,20,8,10,1,9
1,27,22,7,6,1,2
2,28,22,9,9,1,1
1,39,22,9,10,1,9
1,41,22,9,7,1,1
2,35,15,4,5,1,2
2,31,14,9,7,1,2
2,33,26,8,8,1,1
2,27,22,10,10,1,2
2,55,22,10,10,1,2
1,42,16,8,6,1,9
2,41,22,7,10,1,2
1,67,14,5,9,1,2
1,29,25,7,7,2,2
1,24,15,8,7,1,1
1,31,16,9,6,1,9
1,44,22,9,10,1,1
1,40,22,5,5,1,9
1,35,14,5,10,1,2
1,40,22,11,10,1,1
2,71,22,8,7,1,6
2,35,22,9,6,1,1
2,45,22,3,9,1,1
1,25,14,4,9,1,2
1,51,22,4,7,1,3
2,33,14,5,6,1,9
2,41,22,7,2,4,NA
2,33,15,7,8,1,2
2,52,20,6,2,2,9
2,37,22,6,8,1,9
2,34,20,7,10,1,1
2,43,22,4,10,1,2
2,41,20,5,7,2,1
2,34,22,9,10,1,1
2,33,22,7,10,1,2
1,19,22,8,10,1,1
1,65,22,7,5,1,9
2,38,20,9,7,1,9
2,38,22,8,10,1,2
2,23,22,5,10,1,2
2,45,22,11,6,2,2
2,29,22,7,8,1,3
3,31,16,5,10,1,5
1,34,20,5,1,1,2
1,24,16,8,10,1,3
1,26,22,6,8,1,2
1,65,22,3,7,1,5
1,49,24,7,9,1,1
1,48,22,5,10,1,2
1,28,15,10,10,1,2
1,33,16,8,7,1,3
1,33,16,5,10,1,9
2,31,22,5,8,1,2
2,38,22,6,5,6,NA
1,35,24,6,10,1,1
2,33,14,7,9,1,2
1,22,24,10,9,1,1
2,61,20,6,9,1,2
1,46,22,7,10,1,2
2,36,22,9,9,1,2
2,43,25,5,8,1,2
1,58,16,9,4,2,9
2,1,15,9,3,1,1
1,31,22,5,10,1,3
1,73,22,7,8,NA,NA
1,38,16,5,8,1,2
2,33,22,7,5,1,5
1,52,22,5,7,2,3
2,39,14,8,10,1,3
2,39,16,5,10,1,2
2,45,22,7,6,1,1
1,44,17,7,7,1,1
1,35,22,7,7,1,1
2,45,14,7,6,1,2
2,46,14,11,8,1,2
2,79,22,5,10,1,6
1,31,14,7,7,1,3
1,52,22,6,9,1,5
2,32,22,7,9,1,1
1,19,15,5,10,1,2
2,21,20,7,8,1,1
2,38,14,5,10,1,2
2,41,14,5,1,NA,NA
2,61,15,7,1,4,NA
1,67,22,5,10,4,NA
2,46,22,9,7,1,1
1,42,22,6,1,2,9
2,47,22,7,7,1,9
1,14,24,6,9,1,2
1,55,22,10,8,1,2
1,46,14,7,6,1,2
1,25,22,7,10,1,2
2,39,22,6,9,1,2
2,45,14,3,1,3,NA
1,62,22,7,3,2,3
1,57,22,6,8,1,3
2,36,24,5,8,1,1
2,44,16,5,1,2,2
1,62,16,10,3,6,NA
2,60,17,6,5,2,1
1,74,22,9,8,1,1
2,40,24,7,3,2,5
1,54,16,9,10,1,2
1,57,22,3,8,1,3
2,79,15,6,9,1,3
2,43,22,6,6,2,1
1,41,16,6,9,1,1
1,35,22,4,10,1,1
1,34,22,9,10,1,2
1,32,14,8,2,3,NA
1,36,22,5,4,1,3
2,28,15,10,9,1,5
1,28,24,7,6,1,1
2,26,22,10,10,1,1
1,44,14,5,NA,1,5
2,37,24,7,5,1,2
2,61,24,6,8,1,1
2,36,14,9,8,1,2
2,48,22,5,6,6,NA
1,48,22,7,10,1,1
1,40,22,9,5,1,1
1,57,14,9,9,1,2
1,51,24,7,2,2,9
1,39,22,5,7,1,2
2,70,22,7,7,3,NA
2,63,25,7,4,2,1
1,26,20,11,9,1,1
2,54,17,10,10,1,1
1,39,22,7,10,4,NA
1,24,15,10,9,1,2
2,45,16,7,7,1,1
2,42,14,9,7,1,9
2,41,22,7,8,1,1
2,40,22,9,10,1,9
2,26,15,7,10,1,2
1,31,15,7,8,NA,NA
2,64,22,10,7,2,1
1,48,14,10,10,1,2
1,35,15,4,9,1,2
2,57,15,7,10,1,9
2,30,22,10,10,1,7
1,50,24,6,8,1,1
2,32,22,5,10,1,2
1,34,14,9,10,1,2
2,30,15,9,7,1,3
1,43,14,5,9,1,2
1,32,14,5,10,1,2
2,25,17,8,10,1,2
2,40,22,5,8,2,9
2,23,15,7,9,1,3
2,36,22,6,6,1,2
2,77,15,6,5,2,1
2,65,25,9,5,2,2
2,38,14,5,7,2,2
1,27,15,9,8,1,1
1,28,14,9,10,1,2
1,27,15,10,8,1,1
2,35,15,6,3,2,2
2,53,20,6,7,1,1
1,29,24,9,10,1,1
2,35,22,5,7,1,2
2,50,14,9,5,6,NA
2,34,24,5,5,1,4
2,63,22,10,7,NA,NA
2,67,22,10,7,NA,NA
1,57,14,9,NA,1,1
2,35,15,9,10,1,1
2,39,14,5,10,1,2
2,33,22,5,6,1,2
1,48,22,11,8,2,5
2,36,22,6,6,1,3
1,42,15,6,8,2,5
1,31,22,10,5,1,7
1,51,22,5,7,1,2
1,27,14,6,10,1,2
2,72,24,9,7,1,9
3,29,25,6,10,1,1
2,38,14,9,7,1,1
1,38,22,2,1,4,NA
2,63,25,5,8,1,2
2,32,15,6,9,1,9
2,57,22,4,8,6,NA
1,44,22,5,9,1,2
1,31,22,9,10,1,1
2,33,24,5,8,1,1
2,40,22,5,7,2,9
1,45,22,7,9,1,1
2,38,15,7,8,1,1
2,49,22,9,7,NA,NA
1,37,14,7,8,1,6
1,48,22,9,7,1,2
1,29,20,5,8,1,9
1,54,24,8,8,2,4
1,51,22,7,8,1,2
1,22,22,8,6,1,2
2,60,15,6,7,1,1
1,48,24,6,7,1,5
1,29,22,4,10,1,3
1,43,22,9,8,1,2
2,49,22,4,2,2,9
2,25,25,4,3,2,2
2,42,22,9,0,4,NA
1,60,24,10,8,2,2
1,51,24,7,NA,3,NA
2,61,14,10,8,1,2
1,51,15,6,7,1,2
1,25,25,9,7,1,1
1,48,14,8,10,1,1
2,29,22,4,10,1,2
2,49,22,9,4,1,3
1,53,14,7,10,1,2
2,36,22,10,8,1,2
1,29,14,9,6,1,2
1,61,24,5,8,1,6
1,46,15,11,8,1,9
2,34,22,9,10,1,2
1,45,22,6,8,1,1
1,43,22,7,8,1,1
2,33,24,8,7,1,1
2,45,16,7,10,1,1
1,41,22,5,NA,1,9
2,53,24,7,4,2,9
1,69,22,6,2,2,9
2,76,24,5,10,1,1
2,43,22,5,2,1,9
1,36,22,7,5,1,2
2,74,14,9,8,NA,NA
2,30,17,7,NA,2,9
2,65,24,9,7,1,2
2,52,24,9,5,1,2
1,51,15,10,8,1,3
2,50,16,5,7,2,9
2,41,22,7,9,1,2
1,29,15,7,9,1,1
2,63,22,6,7,1,1
1,35,15,10,8,1,3
1,24,22,8,6,1,2
2,59,24,9,0,1,9
1,58,24,7,7,2,2
1,51,22,6,2,3,NA
1,73,22,7,7,1,3
1,27,22,9,9,1,1
1,23,22,6,9,1,1
2,35,14,6,10,1,2
2,32,22,3,8,1,1
2,42,15,4,10,1,1
2,66,24,9,9,1,1
1,63,22,7,10,1,3
1,36,22,7,9,1,1
3,43,17,5,6,3,NA
1,43,14,7,8,1,1
2,62,25,5,6,1,9
2,50,22,7,3,1,2
2,51,16,4,9,2,2
2,43,22,7,4,2,9
1,39,22,9,3,2,1
1,54,22,9,7,1,9
1,62,24,5,7,1,1
1,23,22,6,8,1,1
2,41,23,5,1,1,9
2,41,15,7,9,1,3
1,61,22,9,10,1,1
1,41,14,6,9,1,2
1,69,18,7,6,6,NA
2,46,22,5,10,1,6
2,67,22,10,6,1,2
1,1,24,6,7,1,2
2,69,24,11,NA,2,1
1,32,24,5,8,1,1
2,35,15,6,6,1,1
1,32,24,7,9,1,5
2,39,16,5,10,1,1
2,54,24,9,7,2,5
1,71,24,7,7,2,9
2,39,15,7,6,1,3
1,48,14,7,8,1,2
1,23,14,6,9,1,2
1,61,15,10,6,2,3
1,35,15,8,7,1,1
1,44,14,7,10,1,2
1,32,16,7,8,1,1
2,46,24,7,8,1,1
2,36,22,5,6,3,NA
1,29,15,10,9,1,2
1,34,24,6,8,1,1
2,68,14,8,3,1,3
2,49,22,7,7,1,9
1,43,24,9,10,1,2
2,47,22,6,1,3,NA
2,66,24,10,10,1,9
1,51,17,2,10,NA,NA
1,52,22,7,9,1,9
2,36,22,6,7,1,2
1,35,22,5,6,1,2
2,36,20,5,10,1,1
2,48,22,9,6,1,1
1,68,22,11,7,1,1
1,31,14,7,5,1,2
2,29,24,7,8,1,1
2,24,22,7,9,1,1
1,53,22,10,8,1,5
1,43,22,6,8,1,1
2,61,22,9,7,2,9
1,33,24,5,9,1,1
2,48,15,8,7,1,2
1,34,24,9,7,1,4
2,45,14,8,8,1,2
1,35,14,10,7,1,5
2,37,25,7,7,1,2
1,48,24,4,NA,6,NA
2,25,22,5,10,1,2
2,71,22,6,6,2,3
2,41,24,3,4,2,9
2,53,17,10,3,1,2
2,35,17,9,7,1,9
1,40,22,6,10,1,2
1,37,24,6,4,2,9
1,30,24,9,9,1,2
2,69,14,9,5,1,2
2,26,17,9,7,1,1
1,55,22,9,8,1,2
1,34,24,5,8,1,1
2,65,15,7,7,3,NA
2,34,24,10,6,1,2
2,36,25,6,10,1,6
1,37,22,7,8,1,9
2,52,24,5,4,1,9
1,28,24,8,8,1,1
2,57,16,8,10,1,2
1,29,15,9,7,1,3
1,44,15,5,8,1,9
1,41,24,8,9,1,4
1,35,22,11,8,2,2
2,71,14,7,3,4,NA
1,44,22,4,10,1,3
1,39,22,7,8,1,1
1,34,20,8,10,1,5
1,30,22,7,10,1,2
2,53,24,5,2,1,6
1,67,17,11,10,1,2
2,40,22,9,10,4,NA
1,44,14,9,10,1,3
2,72,16,4,5,1,1
1,55,20,5,6,2,6
2,81,17,4,8,2,2
1,35,15,6,10,1,5
1,38,16,4,9,1,3
2,52,20,7,10,1,1
1,58,24,9,9,1,1
1,60,24,5,5,1,1
2,48,15,9,10,1,3
1,20,25,6,9,1,2
2,62,22,9,9,1,2
1,30,15,8,10,1,2
2,26,16,8,10,1,6
2,54,15,5,10,1,1
1,26,24,9,8,1,4
1,14,22,7,7,1,2
2,26,22,8,7,2,5
1,62,22,9,10,1,6
2,48,14,7,4,1,2
1,46,22,8,5,2,9
2,49,15,7,8,1,2
2,50,15,6,9,1,9
1,38,24,5,6,1,4
2,50,25,10,7,1,2
2,49,24,5,9,3,NA
2,35,22,6,7,2,9
2,34,22,9,7,1,3
2,41,22,7,7,1,2
1,29,22,4,10,1,5
1,43,15,8,10,1,5
2,46,22,10,10,1,2
1,40,20,9,7,1,9
1,45,22,7,10,1,1
2,53,22,9,5,1,5
2,22,14,9,10,1,1
2,37,14,9,4,2,9
2,46,15,7,7,1,2
2,73,24,4,6,2,9
2,47,22,4,NA,3,NA
2,56,22,9,6,2,1
2,26,15,7,10,1,2
1,46,14,6,8,1,2
1,35,24,6,10,1,4
1,59,22,6,8,1,2
1,13,14,9,9,1,2
2,45,22,9,0,4,NA
2,52,22,10,9,1,2
1,41,24,7,8,1,7
1,35,15,9,8,1,9
1,35,15,8,10,1,5
1,34,14,9,8,1,2
2,76,22,9,4,2,6
1,34,22,9,8,1,1
1,45,17,9,7,1,2
2,27,14,9,9,1,2
1,42,16,4,7,1,2
1,42,20,6,7,1,3
2,65,24,11,8,1,1
1,40,16,7,8,1,1
2,60,22,7,8,2,2
1,34,16,5,NA,2,2
2,45,15,6,10,1,3
2,37,20,7,6,1,1
2,40,15,5,10,1,2
1,57,22,9,8,1,9
2,34,24,9,7,1,1
2,62,24,6,5,1,2
1,35,14,7,5,1,3
2,56,24,7,2,1,2
1,36,15,9,10,1,2
2,42,25,7,6,1,2
2,22,24,5,NA,1,2
1,45,14,6,7,2,1
1,19,16,8,8,1,9
1,50,22,9,10,1,2
1,59,22,4,4,2,1
2,36,14,5,9,1,3
2,64,24,7,3,1,1
1,31,15,11,9,1,2
1,31,16,9,4,1,1
1,39,15,10,9,1,3
2,54,22,7,8,1,3
2,44,14,7,8,1,2
1,51,22,6,9,1,2
1,47,22,7,9,1,3
1,34,22,7,10,1,2
2,74,24,9,7,1,3
1,39,22,7,8,1,3
1,44,22,10,9,1,2
1,35,22,8,10,1,2
2,27,22,9,7,1,2
2,37,22,9,7,1,9
1,64,15,9,6,1,3
1,41,14,9,8,1,3
1,42,16,5,8,1,5
2,67,16,6,1,1,3
1,59,15,7,8,2,1
1,24,22,10,10,1,1
2,45,22,5,10,1,2
2,41,22,5,8,1,5
1,48,22,9,10,1,1
1,70,15,7,8,1,2
2,44,14,9,10,1,9
2,43,15,4,4,6,NA
2,60,14,10,10,1,2
2,54,14,9,9,1,2
1,29,22,9,10,1,2
2,36,22,8,8,1,1
2,63,22,9,10,1,1
2,48,24,9,6,2,1
1,48,24,9,8,1,2
2,37,17,5,6,1,2
2,27,14,7,6,1,2
1,56,22,9,10,1,1
2,37,14,9,10,1,2
2,66,22,6,6,2,2
1,26,16,9,10,1,2
1,41,24,9,6,1,2
1,45,22,6,8,1,3
1,39,14,7,10,1,5
2,66,14,7,10,1,7
1,49,15,7,6,1,2
1,28,22,5,6,2,1
1,27,15,9,6,1,2
1,63,14,10,7,2,2
1,47,22,9,7,1,1
3,70,24,10,10,1,5
1,32,20,5,9,1,9
2,57,22,9,4,1,9
1,48,15,10,7,2,2
2,40,22,3,4,3,NA
1,23,15,5,10,1,3
2,39,24,7,9,1,9
1,36,14,7,10,1,2
2,31,15,5,10,1,1
2,53,22,10,6,4,NA
1,45,14,11,8,1,2
2,55,24,6,5,1,9
1,33,22,5,10,1,1
1,34,22,7,10,1,2
2,69,22,9,9,1,3
1,30,14,7,10,2,2
2,44,23,7,7,1,1
2,45,20,8,9,1,1
1,38,15,5,8,1,1
2,65,22,9,10,NA,NA
1,46,22,11,8,1,9
2,13,22,5,10,1,5
2,61,15,8,NA,2,1
2,51,22,5,8,1,3
1,30,25,7,9,1,2
2,56,15,7,1,1,9
2,23,22,9,6,2,5
1,39,22,7,10,1,2
1,67,16,11,8,1,3
2,40,22,5,NA,2,1
1,32,24,8,8,1,1
1,37,24,7,6,1,9
1,44,22,7,4,1,2
2,29,14,9,9,1,1
1,32,22,5,8,1,1
1,44,22,3,8,1,5
1,66,25,11,10,1,1
1,37,24,9,8,1,1
2,34,22,11,8,1,1
1,62,15,7,9,1,1
1,44,22,9,8,1,1
1,63,18,7,7,1,2
1,57,15,9,10,1,2
2,33,22,9,10,1,1
2,46,22,9,7,1,9
1,37,14,9,8,1,1
1,32,22,9,8,1,1
2,79,14,6,4,2,2
1,40,24,5,7,1,2
1,58,22,7,9,1,6
1,34,14,9,4,1,2
1,27,15,7,9,1,2
2,40,22,5,7,1,3
2,68,14,9,9,1,3
2,62,22,9,7,1,2
2,54,14,7,10,1,5
2,75,16,7,7,1,5
1,64,24,7,8,1,9
2,65,14,9,NA,1,3
1,31,25,8,8,1,2
2,50,15,11,7,1,9
2,61,22,9,7,1,5
2,59,22,9,6,1,9
2,24,15,9,8,1,9
2,38,15,5,7,1,2
2,34,15,7,9,1,3
2,35,14,7,10,1,2
2,48,24,8,9,1,4
2,61,24,3,9,1,1
2,58,24,6,7,1,1
2,67,22,6,5,2,9
1,41,24,8,6,1,9
1,27,24,9,9,1,2
2,35,24,7,8,1,4
1,46,15,11,8,1,1
2,40,24,9,4,2,9
2,35,24,9,8,1,4
1,51,24,5,2,3,NA
1,72,14,9,8,1,2
1,53,14,5,10,1,2
2,39,24,6,6,1,2
2,34,14,8,10,1,2
2,37,22,6,8,1,1
2,66,22,7,4,1,1
1,50,15,6,7,2,3
2,39,15,7,7,1,9
1,40,14,7,7,1,2
1,50,14,9,9,1,2
2,36,22,9,10,1,1
1,70,25,5,10,1,2
1,29,22,6,8,1,9
2,78,15,8,9,1,6
2,70,15,7,3,2,9
1,48,24,11,8,1,1
2,71,15,3,4,1,2
1,36,22,5,9,1,1
1,26,15,10,8,1,9
2,62,20,4,NA,1,1
1,68,15,11,10,1,2
1,69,15,8,0,1,1
2,62,20,7,8,2,1
1,42,24,5,8,1,2
1,23,22,5,2,1,9
1,34,22,7,8,1,5
1,54,14,9,10,1,1
1,40,25,9,7,1,9
1,40,24,9,8,1,1
2,24,14,6,9,1,2
2,61,24,7,5,1,5
1,57,25,10,9,NA,NA
2,38,22,11,6,2,1
2,44,24,9,7,1,1
1,55,14,9,NA,1,2
1,65,25,11,9,1,9
2,40,15,10,10,1,1
1,43,15,9,10,1,2
2,69,24,9,9,NA,NA
1,53,14,11,10,1,2
2,31,24,6,1,1,4
1,65,22,11,9,1,1
2,46,24,9,8,1,1
2,69,14,5,5,1,9
1,11,24,9,9,1,9
2,76,24,5,9,1,1
2,23,22,9,8,1,1
1,34,15,7,NA,1,1
2,55,24,4,6,2,1
1,62,14,7,10,1,9
2,75,24,8,7,1,5
1,60,15,5,3,1,3
2,38,22,7,8,1,1
1,56,18,9,9,1,9
2,27,15,5,10,1,1
1,33,15,7,5,1,9
1,43,16,11,8,NA,NA
2,33,15,10,5,1,2
1,36,22,5,7,1,1
2,40,22,7,7,1,9
1,29,25,9,9,1,3
3,33,22,10,10,1,3
1,24,22,7,10,1,1
2,46,24,3,5,1,1
1,54,22,5,8,1,2
2,26,24,5,8,1,1
2,39,15,6,7,1,9
1,26,22,9,9,1,1
1,31,24,9,8,1,1
2,36,14,5,9,1,2
1,55,15,6,5,1,6
1,34,24,5,9,1,9
2,66,15,9,7,1,9
1,43,24,9,8,1,9
1,39,24,11,6,1,9
1,53,22,10,6,2,1
1,25,22,9,10,1,2
2,38,24,9,6,1,5
1,68,15,10,6,NA,NA
1,37,22,6,10,1,2
2,40,14,7,6,1,1
2,43,16,9,8,1,9
2,50,22,9,8,1,5
2,59,24,9,4,2,9
2,56,15,6,10,1,5
2,30,24,7,6,1,9
1,45,14,7,NA,1,9
1,39,22,6,10,1,1
1,66,14,12,10,1,2
1,34,22,5,8,2,1
2,44,15,4,10,1,9
2,29,24,9,10,1,5
2,53,24,3,3,1,4
2,32,14,8,8,1,1
1,49,15,11,8,1,1
1,49,16,9,8,1,9
2,72,15,9,1,2,3
1,13,14,11,8,1,9
1,45,24,7,8,1,1
1,34,24,7,8,1,9
1,28,14,9,6,1,2
1,35,14,7,8,1,1
2,44,22,6,NA,1,1
2,24,15,7,10,1,2
2,31,22,10,8,1,1
2,48,22,8,7,1,9
2,40,24,8,10,1,5
1,29,22,10,10,1,1
1,22,15,8,10,1,2
2,61,22,9,4,2,1
1,64,14,9,9,2,2
2,53,15,9,6,2,2
2,35,24,6,6,2,9
1,45,16,5,6,1,2
1,44,15,10,3,1,5
1,46,15,7,5,3,NA
1,41,22,7,2,3,NA
2,47,15,5,8,1,3
1,28,15,4,10,1,2
2,41,14,7,7,1,2
2,34,25,7,10,1,2
2,52,24,9,NA,1,1
2,26,15,6,4,1,1
2,61,22,6,8,1,3
1,56,14,5,6,3,NA
1,62,15,6,7,1,1
1,73,15,10,8,1,2
2,70,22,9,6,6,NA
1,54,22,5,9,1,2
2,34,22,7,7,1,1
1,61,24,7,7,1,2
2,50,24,8,10,1,2
1,36,22,9,7,1,6
1,60,14,9,8,1,3
2,25,15,6,6,1,1
2,69,15,5,5,2,2
1,23,22,10,NA,1,2
2,61,24,9,7,1,9
2,29,24,5,8,1,9
2,21,14,8,10,1,2
3,55,15,7,10,1,2
1,38,14,7,10,1,2
1,45,20,5,10,1,5
2,41,22,6,7,1,2
1,55,14,7,8,1,2
1,52,22,9,9,1,2
1,56,22,9,10,1,1
2,70,24,8,5,2,1
1,42,24,7,8,1,2
2,55,22,4,6,6,NA
1,45,24,7,8,1,7
1,40,14,7,9,1,2
2,56,24,9,2,1,1
1,36,24,6,7,1,1
1,31,16,11,7,1,9
1,35,24,6,9,1,3
1,60,17,7,5,1,9
1,50,22,9,8,1,1
1,62,14,9,7,1,3
2,56,14,9,9,1,2
1,44,15,9,8,2,2
2,23,16,8,7,1,1
2,43,14,5,10,1,2
2,49,24,8,8,1,2
2,66,14,5,2,NA,NA
1,46,15,9,10,1,9
2,40,24,8,6,1,1
1,54,22,9,6,1,1
2,57,15,8,5,2,9
2,45,24,7,6,2,4
1,66,22,9,8,2,1
2,45,16,8,8,1,2
1,48,22,6,9,1,1
2,37,24,8,10,1,1
2,45,18,9,8,1,1
2,52,16,7,8,1,1
2,56,15,9,10,1,2
1,63,24,9,7,1,2
1,31,22,6,6,1,2
2,53,16,9,6,1,9
1,34,15,9,6,1,6
1,60,22,9,10,1,1
1,37,15,5,5,1,2
2,48,15,9,8,1,9
1,48,15,9,0,3,NA
2,59,14,9,7,1,9
2,71,14,9,8,1,2
1,59,25,8,10,1,2
2,54,22,8,9,1,2
1,40,14,6,10,1,2
2,47,14,8,8,1,2
2,15,15,8,7,1,5
2,69,15,6,6,3,NA
3,78,22,8,7,2,2
2,54,24,7,5,1,4
1,42,15,6,8,1,2
1,68,15,8,5,2,2
1,29,24,7,7,1,2
2,36,24,5,8,1,4
1,41,24,5,3,1,2
1,60,14,7,10,1,1
2,46,22,7,8,1,7
1,72,16,7,9,1,3
2,50,22,9,10,1,2
1,19,16,4,10,1,2
1,52,24,5,8,1,6
2,60,25,5,8,1,2
2,59,17,8,7,1,2
2,57,25,9,7,1,9
2,22,24,10,8,1,4
1,14,16,9,7,2,5
1,60,22,10,10,1,2
2,37,24,5,10,1,1
1,49,15,9,9,1,9
1,69,22,2,10,2,2
